ds,total,total/State 1,total/State 1/Zone P,total/State 1/Zone Q,total/State 1/Zone R,total/State 2,total/State 2/Zone P,total/State 2/Zone Q,total/State 2/Zone R,total/State 3,total/State 3/Zone P,total/State 3/Zone Q,total/State 3/Zone R
2023-05-17,60292.9932691605,19022.258542417625,6178.5641063905905,6658.027047956953,6185.66738807009,26319.777728289948,8902.870423369546,8416.581803425855,9000.325501494544,14950.956998452933,4980.73422203049,4772.810758850795,5197.412017571644
2023-05-18,60333.05979709415,19863.57590317999,6429.825725507078,6525.7312606774385,6908.018916995477,25994.021321588214,8569.491470818892,9074.501270575416,8350.028580193894,14475.462572325965,4358.853027609995,4922.967734907853,5193.641809808112
2023-05-19,60812.02256321044,19437.87393280108,6531.532214925945,6323.030288064676,6583.31142981047,26772.17932500423,8925.202312018537,8573.77958377965,9273.197429206039,14601.96930540513,4887.737229094776,4795.03304602919,4919.199030281165
2023-05-20,65171.54619863492,19711.059129821424,6553.018206699872,6652.543118495003,6505.497804626554,28830.19673439185,9579.732277865825,9601.031006785191,9649.433449740827,16630.29033442165,5028.145349835492,5556.5646793635715,6045.5803052225765
2023-05-21,63466.11516044129,20077.586494840256,6806.343266593414,6534.801454607347,6736.441773639499,29334.270309788633,10075.115749198449,9140.735100454232,10118.419460135949,14054.258355812413,4393.9901245938145,4472.1567682188515,5188.111462999744
2023-05-22,56711.210816985804,20774.240027668602,6869.055991283067,6638.743976630096,7266.440059755446,23240.30119926111,8011.192475831576,6549.338122597949,8679.770600831578,12696.669590056094,4374.126203491567,3899.060293822614,4423.48309274191
2023-05-23,61284.91981186988,20636.57963974424,7145.079161667104,6719.164629987303,6772.335848089837,25592.491765226816,9193.737791359894,7864.457588757016,8534.296385109896,15055.84840689883,4824.961688785044,4859.48741930218,5371.399298811602
2023-05-24,63172.273717788,20324.67327459071,6995.972441215008,6534.641999565698,6794.058833810009,27787.8505557817,9479.249567147623,9060.269390236454,9248.331598397623,15059.749887415595,4587.193822609842,5637.748977047855,4834.807087757895
2023-05-25,66252.43820966754,21655.265240718898,7293.890787894779,7134.961064549948,7226.413388274177,28507.775803884462,9276.465483851227,10258.311633057,8972.998686976225,16089.397165064187,5242.625290920505,4944.547817871697,5902.224056271984
2023-05-26,58848.07648160877,18092.43847857999,6258.620781998711,5817.137263821119,6016.68043276016,26542.15032110278,9245.022456226943,8952.441346148878,8344.686518726945,14213.487681926015,4455.9715982714015,4509.61209710111,5247.9039865535
2023-05-27,64869.65536154986,21263.839944473966,6877.532037726132,7327.159309120361,7059.148597627479,27740.067887279525,9743.770586093868,8879.831402591777,9116.465898593871,15865.747529796385,4799.517222190518,4829.445260646364,6236.785046959501
2023-05-28,63980.25643060092,20054.990928198822,7138.353715418977,6453.250118161575,6463.387094618278,25622.490381553962,7948.171616532675,8885.771171926097,8788.547593095176,18302.77512084814,5831.709109161649,6247.819817751754,6223.24619393473
2023-05-29,49721.07553307589,17761.80466311372,5546.275565529112,6542.648464065438,5672.880633519176,20527.653100675925,6457.41042241259,7146.787822256989,6923.45485600634,11431.617769286251,3695.649503705551,4005.2278369091346,3730.7404286715623
2023-05-30,54084.14411438131,16572.661372129667,5324.076349426499,5878.234472245004,5370.350550458168,24661.488571531496,7747.099515614509,8680.198231708715,8234.19082420826,12849.99417072015,4254.104206320561,4510.05429831136,4085.8356660882278
2023-05-31,59486.17613873746,17021.920665847534,5808.4349336962305,5553.242630262412,5660.243101888898,27468.25226137285,8616.446155385429,10703.482509195737,8148.323596791679,14996.003211517072,4996.093065313916,5426.6198327152015,4573.2903134879525
2023-06-01,56083.325767866925,17187.164823981948,6214.5543300261,5352.2667551730365,5620.343738782816,24797.1229953098,8107.097625019252,8569.320323396287,8120.70504689425,14099.037948575182,5011.686348866302,4466.6769244649195,4620.674675243958
2023-06-02,49558.14757879394,15606.612939443337,5695.971415356448,4951.587047509561,4959.054476577333,22320.204711715418,8641.61063739588,6340.015663486143,7338.578410833379,11631.329927635195,3777.7126147823374,4145.118755475127,3708.4985573777294
2023-06-03,52996.21469979148,15624.284713559971,5879.02597727353,5084.108514500117,4661.15022178633,25124.329908885364,8919.29015475195,8177.637782975199,8027.401971158203,12247.600077346144,4249.723569279582,3742.6934421834662,4255.183065883096
2023-06-04,50813.171046808464,14153.149849700656,4817.588771459593,4909.888393425406,4425.672684815658,24530.43448534058,8323.598136464027,8617.910575693772,7588.925773182776,12129.586711767244,3816.757398208643,4228.712107591919,4084.1172059666787
2023-06-05,49747.097019253415,13858.12508968357,4362.592832469237,4770.722286792494,4724.809970421845,24642.55509352265,8906.346279816822,8176.0749362327515,7560.133877473071,11246.416836047207,3875.0325742345713,3613.218679872156,3758.1655819404764
2023-06-06,45933.9489708526,13414.860981699998,4180.933211509873,4515.18202528697,4718.745744903157,20991.956218257623,7902.5677263103835,7373.861781261843,5715.526710685384,11527.131770894992,3841.3550830371923,3973.8097269634172,3711.9669608943805
2023-06-07,49130.84411341762,15040.530061178495,5170.734223841361,5043.523265034908,4826.272572302228,21263.022572962815,6938.174667633181,7418.057026758938,6906.790878570681,12827.29147927632,4010.5626882303663,4252.520565193055,4564.208225852894
2023-06-08,43134.77998973419,13446.8806447564,4714.280771759394,4116.870646189443,4615.729226807568,18996.001919783743,6970.36291188211,6115.415744457022,5910.223263444609,10691.897425194045,3511.594836558099,3660.945021669558,3519.3575669663865
2023-06-09,45070.90795944726,13904.711342768112,4838.716635284608,4430.496751937786,4635.497955545724,20420.9370559421,7845.129431707465,6723.522919089665,5852.284705144965,10745.259560737051,3400.89176156145,3751.101714028126,3593.266085147473
2023-06-10,45936.18395355084,14561.862880681047,4677.589884518095,4855.797173685891,5028.475822477063,19971.77374198167,6642.156776847011,6605.8347000063895,6723.782265128261,11402.547330888125,3874.902464629502,3928.419953978299,3599.224912280322
2023-06-11,50011.5408383084,15835.789573250137,5153.3048423476885,5209.6406018141115,5472.84412908834,20903.56543960973,6755.082008406813,7466.321344671096,6682.162086531814,13272.185825448541,4314.720250835473,4671.409427171625,4286.056147441443
2023-06-12,44104.56648240451,13115.798691608195,4438.594786924788,4682.599410091942,3994.6044945914696,20822.45570104842,7393.611360843524,6961.300850455113,6467.5434897497735,10166.312089747886,3384.6693788667185,3686.4001040791713,3095.2426068019945
2023-06-13,44831.1966723838,12745.739427346465,4017.24016980096,4793.937531170755,3934.5617263747536,20807.159250229422,6826.877520339889,6946.78409236214,7033.497637527389,11278.297994807917,3671.9106515042263,3948.123433517944,3658.2639097857473
2023-06-14,43578.58874928409,13327.401269058893,3838.9743371257427,4992.333259880455,4496.093672052698,19467.998046332887,6078.891858594499,6785.459934612625,6603.646253125751,10783.189433892323,3505.5768450798605,3841.5196399353395,3436.09294887712
2023-06-15,43196.00218208057,12491.620501510379,3848.4280976590385,4414.06550768682,4229.126896164523,19754.890543366884,6103.414420588762,7407.078792033101,6244.3973307450115,10949.49113720331,3565.8708867423134,3917.237677374665,3466.3825730863277
2023-06-16,44090.41134595336,13043.869218354725,3840.8815450669,4827.984296662698,4375.003376625129,19593.49033435295,6256.704228276546,6830.027190299855,6506.758915776546,11453.051793245686,3726.0996324333105,3966.107399034253,3760.8447617781208
2023-06-17,49154.400445385305,15372.892446978676,4981.056717010998,4899.587104724961,5492.248625242721,21315.915486215803,6717.040808954886,7471.640020649768,7127.234656611136,12465.592512190839,4124.655555971709,4004.9977363455314,4335.939219873595
2023-06-18,45193.69440890821,15002.552658733259,4721.460451889756,4984.125532536828,5296.966674306676,18933.421191859128,5971.04863922095,6614.762389979723,6347.6101626584505,11257.720558315836,3731.7835678074416,3859.7044100595135,3666.232580448876
2023-06-19,38389.692251273154,11683.691584618973,3551.9394062953525,4310.070649145863,3821.6815291777616,17250.430431578945,5558.278017560631,6172.692755832678,5519.459658185631,9455.570235075242,3001.218264642819,3327.9406754241236,3126.411295008298
